Datum;Vecka;Dag;EC HBG FEU19e;EC HBG WIN19e;EC Malmö Java19e;EC Malmö Java20e;EC Malmö MVT19;EC FEU20e;HAK OPA20;HAK OPA20X;HAK OPA21;HAK PYAI1;HKR DAO;IHM DAS20;IHM GDAS19;DEV21M;FRK20G;FRK20S;FWK20G;FWK20S;TTK20G;TTK21G;MI DAN20;MI DCD20M;MI FED20m;MI FED21m;MI OLM20;MI OLM20D;MI OLM21m;MI WAN20;MI WAN21m;MI WCM20;MI WCM21;Newton .NET19n;Newton .NET20n;Newton .NET21n;Newton Java19n;Newton Java20n;Newton Java21n;Newton Krav21n;PlusHS Java19p;PlusHS Java20gbg;PlusHS Java20p;PlusHS Java21gbg;PlusHS Java21h;PlusHS Java21v;PlusHS Net20gbg;Övrigt Upptagen
2021-02-12;6;fre;;;JW;;;;;Bengt;;;;;;;;;;;;;;;MS;;;;;;;MI[eg vik för 14 jan                               ];;BB;;;ML;;;;;;;;;;;TF[tandhygienist kl 10.10                               ]
2021-02-13;6;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-02-14;6;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-02-15;7;mån;;;;;;;Bengt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TF;;;;;;
2021-02-16;7;tis;;;;;;;;Bengt;;;;;;;;;;;;;;;NH;;;;;;;;;ML;;;;;;;;;JW;;;TF;;BB[Rättar examensarbeten tillsammans med UL Fia för WIN19 i HBG                               ]
2021-02-17;7;ons;;;;;;;Bengt;;;;;;;;;;;;;;;;MS;;;;;;;;;ML;;;JW;;;;;BB;;;;;;
2021-02-18;7;tor;;;;;;;;Bengt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ML;;;MS;;TF[ögonoperation 16.00                               ]
2021-02-19;7;fre;;;;;;;Bengt;;;;;;;;;;;;;;;;MS;;;;;;;;;BB;;;JW;;;;;;;;;;;TF[ögonoperation 8.30, 10.00                               ]
2021-02-20;7;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-02-21;7;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-02-22;8;mån;;;;;;;;Bengt;;;;;;;;;;;;;;;;;;;;;;;;;;;;JW;;;;TF;;;;;;BB[semester                               ]
2021-02-23;8;tis;;;;;;;Bengt;;;;;;;;;;;;;;;;NH;;;;;;;;;;;;;;;;;;ML;;;TF;;BB[semester                               ]
2021-02-24;8;ons;;;;;;;;Bengt;;;;;;;;;;;;;;;MS;;;;;;;;;;;;;JW;;;;;;;;;;BB[semester + TF *tandläkare kl 9.00                               ]
2021-02-25;8;tor;;;;;;;Bengt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ML;;;;TF[flyttad dag från onsdag, meddela i tid                               ];JW;;;MS;;BB[semester                               ]
2021-02-26;8;fre;;;;;;;;Bengt;;;;;;;;;;;;;;JB[v5,6,7,8:108                               ];MS;;;;;;;;;;;;;;;;;;;;;;;BB[semester                               ]
2021-02-27;8;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-02-28;8;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-03-01;9;mån;;;;;;;Bengt;;;;;;;;;;;;;;;;;;;JB;;;;;;;;;;JW;;;;TF;;;;;;BB[semester                               ]
2021-03-02;9;tis;;;;;;;;Bengt;;;;;;;;;;;;;;;NH;;;JB;;;;;;;;;;;;;;;ML;;;TF;;BB[semester                               ]
2021-03-03;9;ons;;;;;;;TF + JW;;;;;;;;;;;;;;;;MS;;;;;;;;;;;;;;;;;JW + TF;;;;;;BB[semester                               ]
2021-03-04;9;tor;;;;;;;;MS;;;;;;;;;;;;;;;;;;JB;;;;;;;;;;ML;;;;;JW;;;TF;;BB[semester                               ]
2021-03-05;9;fre;;;;;;;MS;;;;;;;;;;;;;;;;NH;;;;;;;;;;;;;;;;;;;;;;;BB[semester + TF *tandläkare kl 8.00                               ]
2021-03-06;9;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-03-07;9;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-03-08;10;mån;;;;;;;;MS;;;;;;;;;;;;;;;;;;JB;;;;;;;;;;JW;;;;;;;;;;
2021-03-09;10;tis;;;;;;;TF;;;;;;;;;;;;;;;;NH;;;JB;;;;;;;;;;;;;;;ML;;;BB;;
2021-03-10;10;ons;;;;;;;;TF;;;;;;;;;;;;;;;MS;;;;;;;;;;;;;ML;;;;;JW;;;;;
2021-03-11;10;tor;;;;;;;MS;;;;;;;;;;;;;;;;;;;JB;;;;;;;;;;JW;;;;;;;;BB;;
2021-03-12;10;fre;;;;;;;;JW;;;;;;;;;;;;;;;MS;;;;;;;;;;;;;;;;;;;;;;;
2021-03-13;10;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-03-14;10;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-03-15;11;mån;;;;;;;JW;;;;;;;;;;;;;;;;;;;JB;;;;;;;;;;ML;;;;;;;;;;
2021-03-16;11;tis;;;;;;;MS;JW;;;;;;;;;;;;;;;NH;;;JB;;;;;;;;;;;;;;;;;;BB;;
2021-03-17;11;ons;;;;;;;;;;;;;;;;;;;;;;;NH;;;;;;;;;;;;;;;;;;ML;;;;;
2021-03-18;11;tor;;;;;;;;MS;;;;;;;;;;;;;;;;;;JB;;;;;;;;;;JW;;;;;;;;BB;;
2021-03-19;11;fre;;;;;;;MS;;;;;;;;;;;;;;;;NH;;;;;;;;;;;;;;;;;;TF;;;;;
2021-03-20;11;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-03-21;11;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-03-22;12;mån;;;;;;;;MS;;;;;;;;;;;;;;;;;;JB;;;;;;;;;;JW;;;;;;;;;;
2021-03-23;12;tis;;;;;;;JW;;;;;;;;;;;;;;;;NH;;;JB;;;;;;;;;;;;;;;ML;;;BB;;
2021-03-24;12;ons;;;;;;;;JW;;;;;;;;;;;;;;;NH;;;;;;;;;;;;;ML;;;;;TF;;;;;
2021-03-25;12;tor;;;;;;;MS;;;;;;;;;;;;;;;;;;;JB;;;;;;;;;;ML;;;;;;;;;;TF J19-handl.
2021-03-26;12;fre;;;;;;;;MS;;;;;;;;;;;;;;;NH;;;;;;;;;;;;;;;;;;;;;BB[Flyttat från torsdag p g a Framtidsmässan i Lund                               ];;
2021-03-27;12;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-03-28;12;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-03-29;13;mån;;;;;;;MS;;;;;;;;;;;;;;;JB[v9,10,11,12:99                               ];;;;;;;;;;;;;;JW;;;;;;;;;;
2021-03-30;13;tis;;;;;;;;JW;;;;;;;;;;;;;;;NH;;;;;;;;;;;;;;;;;;TF;;;BB;;
2021-03-31;13;ons;;;;;;;MS;;;;;;;;;;;;;;;;TF;;;;;;;;;;;;;;;;;;ML;;;;;BB med SW[9–16                               ]
2021-04-01;13;tor;;;;;;;JW;MS;;;;;;;;;;;;;;;NH[Osäkert om datumet är kommunicerat med Peter                               ];;;;;;;;;;;;;ML;;;;;;;;BB;;TF J19-handl.
2021-04-02;13;fre;H;E;L;G;D;A;G;H;;;;E;L;;G;D;A;;G;;H;E;L;;G;D;;A;;G;;H;E;;L;G;;;D;A;G;;;H;;
2021-04-03;13;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-04;13;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-05;14;mån;H;E;L;G;D;A;G;H;;;;E;L;;G;D;A;;G;;H;E;L;;G;D;;A;;G;;H;E;;L;G;;;D;A;G;;;H;;E
2021-04-06;14;tis;;;;;;;JW;MS;;;;;;;;;;;;;;;NH;;;;;;;;;;;;;ML;;;;;;;;TF[rep, prel                               ];;BB[Java 20 LIA start 13-16                               ]
2021-04-07;14;ons;;;;;;;;JW;;;;;;;;;;;;;;;NH;;;;;;;;;;;;;ML;;;;;;;;TF[rep, prel                               ];;BB med SW[14–16                               ]
2021-04-08;14;tor;;;;;;;MS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;JW;;;;;;;;BB;;TF J19-handl.
2021-04-09;14;fre;;;;;;;;MS;;;;;;;;;;;;;;;NH;;;;;;;;;;;;;;;;;;;;;BB;;
2021-04-10;14;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-11;14;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-12;15;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;JW;;;;;;;;;;TF J19-handl.
2021-04-13;15;tis;;;;;;;ML + BB;;;;;;;;;;;;;;;;NH;;;;;;;;;;;;;;;;;;;;;TF;;BB med SW[9–13                               ]
2021-04-14;15;ons;;;;;;;ML;;;;;;;;;;;;;;;;NH;;;;;;;;;;;;;;;;;;;;;;;
2021-04-15;15;tor;;;;;;;;;;;;;;;TF[8.30-17.00 alla tillfällen                               ];;;;;;;;;;;;;;;;;;;;;ML;;;;;;;;JW;;BB 9-11[ledningsgrupp Plus Lund                               ]
2021-04-16;15;fre;;;;;;;ML;;;;;;;;TF;;;;;;;;MS;;;;;;;;;;;;;;;;;;;;;;;BB med SW[9–13                               ]
2021-04-17;15;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-18;15;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-19;16;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;;TF J19-handl.
2021-04-20;16;tis;;;;;;;ML;;;;;;;;;;;;;;;;NH;;;JB;;;;;;;;;;;;;;;;;;TF;;
2021-04-21;16;ons;;;;;;;;;;;;;;;;;;;;;;;MS;;;;;;;;;;;;;BB;;;;;;;;;;
2021-04-22;16;tor;;;;;;;ML + MS;;;;;;;;TF;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;JW;;
2021-04-23;16;fre;;;;;;;;;;;;;;;TF;;;;;;;;NH;;;;;;;;;;;;;;;;;;;;;;;BB med SW[9–13                               ]
2021-04-24;16;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-25;16;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-04-26;17;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB + MS;;;;;;;;;;TF J19-handl.
2021-04-27;17;tis;;;;;;;BB + MS;;;;;;;;;;;;;;;;NH;;;JB;;;;;;;;;;;;;;;;;;TF;;
2021-04-28;17;ons;;;;;;;BB + MS;;;;;;;;;;;;;;;;NH;;;;;;;;;;;;;;;;;;;;;;;
2021-04-29;17;tor;;;;;;;;;;;;;;;TF;;;;;;;;;;;JB;;;;;;;;;;BB;;;;;;;;JW;;
2021-04-30;17;fre;;;;;;;BB;;;;;;;;TF;;;;;;;JB[v13,14,15,16,17:89                               ];MS;;;;;;;;;;;;;;;;;;;;;;;JW m SW[9-13                               ]
2021-05-01;17;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-02;17;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-03;18;mån;;;;;;;;;;;;;;;TF[9-16 alla tillfällen utom halvdagar onsdagar                               ];;;;;;;;;;;;;;;;;;;;;MS;;;;;;;;;;
2021-05-04;18;tis;;;;;;;BB;;;;;;;;JW;;;;;;;;NH;;;;;;;;;;;;;;;;;;;;;TF;;
2021-05-05;18;ons;;;;;;;;;;;;;;;JW[9-12                               ];JW[13-16                               ];;;;;;;NH;;;;;;;;;;;;;MS;;;;;;;;;;
2021-05-06;18;tor;;;;;;;MS;;;;;;;;;TF;;;;;;;;;;JB;;;;;;;;;;BB;;;;;;;;JW;;
2021-05-07;18;fre;;;;;;;;;;;;;;;;JW;;;;;;;NH;;;;;;;;;;;;;;;;;;;;;;;BB[med SW 9–13 , TF *J19-handl.                               ]
2021-05-08;18;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-09;18;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-10;19;mån;;;;;;;BB;;;;;;;;TF;JW;;;;;;;;;;;;;;;;;;;;MS;;;;;;;;;;
2021-05-11;19;tis;;;;;;;;;;;;;;;JW;TF;;;;;;;NH;;;JB;;;;;;;;;;;;;;;;;;BB;;
2021-05-12;19;ons;;;;;;;MS;;;;;;;;JW;JW;;;;;;;NH;;;;;;;;;;;;;BB;;;;;;;;TF;;
2021-05-13;19;tor;H;E;L;G;D;A;G;H;;;;E;L;;G;D;A;;G;;H;E;L;;G;D;;A;;G;;H;E;;L;G;;;D;A;G;;;H;;E
2021-05-14;19;fre;H;E;L;G;D;A;G;H;;;;E;L;;G;D;A;;G;;H;E;L;;G;D;;A;;G;;H;E;;L;G;;;D;A;G;;;H;;E
2021-05-15;19;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-16;19;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-17;20;mån;;;;;;;BB;;;;;;;;TF;;;;;;;;NH;;;;;;;;;;;;;MS;;;;;;;;;;
2021-05-18;20;tis;;;;;;;MS;;;;;;;;JW;;;;;;;;NH;;;JB;;;;;;;BB;;;;;;;;;;;TF;;BB[9-16 Arbeta med LIA-projektet                               ]
2021-05-19;20;ons;;;;;;;;;;;;;;;JW;JW;;;;;;;TF;;;;;;;;;;BB;;;MS;;;;;;;;;;
2021-05-20;20;tor;;;;;;;MS;;;;;;;;;TF;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;JW;;
2021-05-21;20;fre;;;;;;;;;;;;;;;;JW;;;;;;;MS;;;;;;;;;;BB;;;;;;;;;;;;;
2021-05-22;20;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-23;20;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-24;21;mån;;;;;;;MS;;;;;;;;TF;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;;
2021-05-25;21;tis;;;;;;;;;;;;;;;JW;;;;;;;;NH;;;JB;;;;;;;BB;;;;;;;;;;;TF;;
2021-05-26;21;ons;;;;;;;MS;;;;;;;;JW;JW;;;;;;;;;;;;;;;;;BB;;;;;;;;;;;;;
2021-05-27;21;tor;;;;;;;;;;;;;;;;TF;;;;;;;NH;;;JB;;;;;;;BB;;;MS;;;;;;;;JW;;BB[Sista dagen med LIA-gruppen och matchboard                               ]
2021-05-28;21;fre;;;;;;;MS;;;;;;;;;JW;;;;;;JB[v18,19,20,21:63                               ];TF;;;;;;;;;;;;;;;;;;;;;;;BB[Lyssna på LIA-redovisning                               ]
2021-05-29;21;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-30;21;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-31;22;mån;;;;;;;;;;;;;;;TF;;;;;;;;;;;;;;;;;;;;;BB;;;;;;;;;;
2021-06-01;22;tis;;;;;;;MS;;;;;;;;TF;;;;;;;;NH;;;;;;;;;;BB;;;;;;;;;;;;;
2021-06-02;22;ons;;;;;;;;;;;;;;;JW;JW;;;TF;;;;NH;;;;;;;;;;;;;MS;;;;;;;;;;BB[Java19 examensarbeten                               ]
2021-06-03;22;tor;;;;;;;BB | MS;;;;;;;;;TF;;;;;;;;;;;;;;;;;;;;MS;;;;;;;;;;
2021-06-04;22;fre;;;;;;;;;;;;;;;;TF;;;;;;;NH;;;;;;;;;;BB;;;;;;;;;;;;;
2021-06-05;22;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-06;22;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-07;23;mån;;;;;;;MS;;;;;;;;;;;;TF;;;;;;;;;;;;;;;;;BB;;;;;;;;;;
2021-06-08;23;tis;;;;;;;;;;;;;;;;;;;TF;;;;NH;;;JB;;;;;;;BB;;;;;;;;;;;;;
2021-06-09;23;ons;;;;;;;MS;;;;;;;;;;TF[halvdag                               ];;TF[halvdag                               ];;;;;;;;;;;;;;BB;;;;;;;;;;;;;
2021-06-10;23;tor;;;;;;;;;;;;;;;;;TF;;;;;;NH;;;;;;;;;;;;;BB;;;;;;;;;;
2021-06-11;23;fre;;;;;;;BB;;;;;;;;;;;;;;;;NH;;;;;;;;;;;;;;;;;;;;;;;
2021-06-12;23;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-13;23;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-14;24;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB[3h särskild handledning av Sebastian W i Newton SYSJM4                               ]
2021-06-15;24;tis;;;;;;;;;;;;;;;;;;;;;;;MS;;;;;;;;;;;;;;;;;;;;;;;BB[3h särskild handledning av Sebastian W i Newton SYSJM4                               ]
2021-06-16;24;ons;;;;;;;;;;;;;;;;;;;;;;;NH;;;;;;;;;;;;;;;;;;;;;;;BB[3h särskild handledning av Sebastian W i Newton SYSJM4                               ]
2021-06-17;24;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB[3h särskild handledning av Sebastian W i Newton SYSJM4                               ]
2021-06-18;24;fre;;;;;;;;;;;;;;;;;;;;;;;NH;;;;;;;;;;;;;;;;;;;;;;;BB[3h särskild handledning av Sebastian W i Newton SYSJM4                               ]
2021-06-19;24;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-20;24;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-21;25;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB[3h särskild handledning av Sebastian W i Newton SYSJM4                               ]
2021-06-22;25;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB[3h särskild handledning av Sebastian W i Newton SYSJM4                               ]
2021-06-23;25;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB[3h särskild handledning av Sebastian W i Newton SYSJM4                               ]
2021-06-24;25;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB[3h särskild handledning av Sebastian W i Newton SYSJM4                               ]
2021-06-25;25;fre;M;I;D;S;O;M;M;A;;;;R;A;;F;T;O;;N;;M;I;D;;S;O;;M;;M;;A;R;;A;F;;;T;O;N;;;M;;I
2021-06-26;25;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-27;25;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-28;26;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-06-29;26;tis;;;;;;;;;;;;;;;;;;;;;;JB[v22,23,24,25,26:115                               ];;;;;;;;;;;;;;;;;;;;;;;;
2021-06-30;26;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-01;26;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-02;26;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-03;26;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-04;26;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-05;27;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MS[semester                               ]
2021-07-06;27;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MS[semester                               ]
2021-07-07;27;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MS[semester                               ]
2021-07-08;27;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MS[semester                               ]
2021-07-09;27;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MS[semester                               ]
2021-07-10;27;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-11;27;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-12;28;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MS[semester                               ]
2021-07-13;28;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MS[semester                               ]
2021-07-14;28;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MS[semester                               ]
2021-07-15;28;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MS[semester                               ]
2021-07-16;28;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MS[semester                               ]
2021-07-17;28;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-18;28;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-19;29;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MS[semester                               ]
2021-07-20;29;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MS[semester                               ]
2021-07-21;29;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MS[semester                               ]
2021-07-22;29;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MS[semester                               ]
2021-07-23;29;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MS[semester                               ]
2021-07-24;29;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-25;29;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-26;30;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-27;30;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-28;30;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-29;30;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-30;30;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-31;30;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-01;30;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-02;31;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-03;31;tis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-04;31;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-05;31;tor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-06;31;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-07;31;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-08;31;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-09;32;mån;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-10;32;tis;;;;;;;JW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-11;32;ons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-12;32;tor;;;;;;;JW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-13;32;fre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-14;32;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-15;32;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-16;33;mån;;;;;;;BB[kolla innan fakt                               ];;;;;;;;;;;;TF[med MR                               ];;;;;;;;;;;;;;BB[även Java20n                               ];;;;;;;;;;;SM;;
2021-08-17;33;tis;;;;;;;;;;;;;;;;;;;TF[med MR                               ];;;;NH;;;;;;;;;;BB[även Java20n                               ];;;;;;;;;;SM;;;
2021-08-18;33;ons;;;;;;;BB;;;;;;;;;;TF[13-16                               ];;TF[9-12                               ];;;;NH;;;;;;;;;;;;;;;;;;;;;SM;;
2021-08-19;33;tor;;;;;;;;;;;;;;MR;;TF;JW;TF[dubbelklass                               ];;;;;;;;;;;;;;;BB[även Java20n                               ];;;;;;;;;;SM;;;
2021-08-20;33;fre;;;;;;;BB;;;;;;;MR;;TF;JW;TF[dubbelklass                               ];;;;;NH;;;;;;;;;;;;;;;;;;;;;;;
2021-08-21;33;lör;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-22;33;sön;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-23;34;mån;;;;;;;;;;;;;;;;;;;TF;;;;;;;;;;;;;;BB[även Java20n                               ];;;;;;;;;;;SM;;
2021-08-24;34;tis;;;;;;;BB;;;;;;;;;;;;TF;;;;;;;;;;;;;;;;;BB;;;;;JW;;SM;;;
2021-08-25;34;ons;;;;;;;;;;;;;;;;;JW[13-16                               ];TF;JW[9-12                               ];;;;;;;;;;JB;;;;BB;;;;;;;;;MR;;;;
2021-08-26;34;tor;;;;;;;BB;;;;;;;MR;;TF;JW;;;;;;;;;;;;JB;;;;;;;;;;;;;;SM;;;
